ID Group,Group,ID Industry,Industry,ID Year,Year,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015",25,22.62741699796952,0.13118166039510598,"Salina, KS","31000US41460","salina-ks-31000US41460",73864,758,4,525,,NaN,0.07982374916185063
1,"Construction (Group)",2,"Construction",2015,"2015",2182,357.7373338079211,1.1248291214687378,"Salina, KS","31000US41460","salina-ks-31000US41460",61344,16413,1865,16.99731903485255,65118,-5.795632543997051,6.967016826846323
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015",6073,493.1622451080374,1.8628405736593512,"Salina, KS","31000US41460","salina-ks-31000US41460",66186,7069,6071,0.032943501894251354,68818,-3.824580778284751,19.390785146396755
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015",769,162.79127740760558,0.9017374686740474,"Salina, KS","31000US41460","salina-ks-31000US41460",64294,18689,804,-4.353233830845771,54217,18.58642123319254,2.4553785242185255
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015",3536,413.08715787349286,0.9773922566551841,"Salina, KS","31000US41460","salina-ks-31000US41460",49470,7231,3678,-3.860793909733551,48324,2.371492426123665,11.290271081452154
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015",1073,204.9438947614688,0.8342049058150925,"Salina, KS","31000US41460","salina-ks-31000US41460",72460,36521,1120,-4.196428571428571,67167,7.880357913856508,3.4260353140266293
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015",231,80.95677859203637,0.866735626117719,"Salina, KS","31000US41460","salina-ks-31000US41460",86429,49530,317,-27.129337539432175,76117,13.547564932932197,0.7375714422554999
6,"Information (Group)",8,"Information",2015,"2015",297,99.70456358662827,0.4466940077536783,"Salina, KS","31000US41460","salina-ks-31000US41460",54515,38968,369,-19.51219512195122,69141,-21.153873967689215,0.9483061400427855
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015",1209,240.41630560342617,0.8239981013219105,"Salina, KS","31000US41460","salina-ks-31000US41460",81441,26332,1156,4.58477508650519,81214,0.27950845913266187,3.8602765094670968
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015",377,142.84257068535274,0.6379353348218599,"Salina, KS","31000US41460","salina-ks-31000US41460",61944,26750,420,-10.238095238095237,58440,5.995893223819302,1.2037421373607076
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015",925,194.61757371830532,0.44187641035766856,"Salina, KS","31000US41460","salina-ks-31000US41460",72525,18085,994,-6.941649899396378,72995,-0.6438797177888896,2.9534787189884733
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015",30,28.017851452243804,1.2005194711672795,"Salina, KS","31000US41460","salina-ks-31000US41460",,,39,-23.076923076923077,29773,NaN,0.09578849899422076
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015",927,214.9720912118594,0.6939488103904004,"Salina, KS","31000US41460","salina-ks-31000US41460",41020,9379,869,6.67433831990794,38126,7.590620573886586,2.9598646189214217
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015",2894,319.06112267087633,0.9897457048945532,"Salina, KS","31000US41460","salina-ks-31000US41460",69924,11833,2833,2.1531944934698197,71572,-2.3025764265355164,9.24039720297583
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015",4366,395.4706057344844,1.0092356756181733,"Salina, KS","31000US41460","salina-ks-31000US41460",65028,16418,4587,-4.817963810769566,66314,-1.9392586784087826,13.940419553625594
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015",339,103.22790320451152,0.5012864595063072,"Salina, KS","31000US41460","salina-ks-31000US41460",13296,7273,296,14.527027027027026,17444,-23.778949782160055,1.0824100386346946
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015",2506,406.59193302376275,1.0760461734117432,"Salina, KS","31000US41460","salina-ks-31000US41460",22025,5137,2255,11.130820399113082,23416,-5.940382644345746,8.001532615983907
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015",1755,268.7601160886786,1.1346115751086383,"Salina, KS","31000US41460","salina-ks-31000US41460",,,1515,15.841584158415841,,NaN,5.603627191161915
12,"Public Administration (Group)",19,"Public Administration",2015,"2015",953,201.4671189052943,0.633834254252676,"Salina, KS","31000US41460","salina-ks-31000US41460",82657,5030,1070,-10.934579439252337,82366,0.35330111939392467,3.0428813180497465
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014",849,152.80052355931247,2.002144738389937,"Salina, KS","31000US41460","salina-ks-31000US41460",50757,21294,818,3.7897310513447433,42404,19.698613338364304,2.7289383176368487
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014",4,5,0.021638655241702505,"Salina, KS","31000US41460","salina-ks-31000US41460",,,3,33.33333333333333,,NaN,0.012857188775674199
1,"Construction (Group)",2,"Construction",2014,"2014",1865,264.62237244798484,0.9722676207505463,"Salina, KS","31000US41460","salina-ks-31000US41460",65118,49762,1764,5.72562358276644,79349,-17.934693568917062,5.994664266658095
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014",6071,428.5848807412599,1.8715820164634842,"Salina, KS","31000US41460","salina-ks-31000US41460",68818,5180,6057,0.23113752682846295,65537,5.006332300837695,19.513998264279515
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014",804,173.72679701186,0.941383420604456,"Salina, KS","31000US41460","salina-ks-31000US41460",54217,12759,791,1.643489254108723,50645,7.053016092407938,2.5842949439105136
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014",3678,363.52166372858716,1.0215956867324492,"Salina, KS","31000US41460","salina-ks-31000US41460",48324,5581,3858,-4.665629860031104,45164,6.996723053759632,11.822185079232426
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014",1120,234.8297255459794,0.8856389378443534,"Salina, KS","31000US41460","salina-ks-31000US41460",67167,34377,1240,-9.67741935483871,60544,10.939151691331924,3.600012857188776
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014",317,130.94273557551787,1.1822574081422215,"Salina, KS","31000US41460","salina-ks-31000US41460",76117,43602,310,2.258064516129032,74925,1.5909242575909242,1.0189322104721803
6,"Information (Group)",8,"Information",2014,"2014",369,113.64858116140299,0.5552242446217485,"Salina, KS","31000US41460","salina-ks-31000US41460",69141,16143,368,0.2717391304347826,69671,-0.760718232837192,1.1860756645559447
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014",1156,228.17756243767704,0.78704696750463,"Salina, KS","31000US41460","salina-ks-31000US41460",81214,29780,1000,15.6,112689,-27.930853943153277,3.7157275561698433
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014",420,145.7737973711325,0.7182870166160098,"Salina, KS","31000US41460","salina-ks-31000US41460",58440,47981,426,-1.4084507042253522,58081,0.6181023054010778,1.350004821445791
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014",994,193.1035991378721,0.4852445764252242,"Salina, KS","31000US41460","salina-ks-31000US41460",72995,27505,961,3.433922996878252,74640,-2.2039121114683815,3.195011410755039
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014",39,30.016662039607272,1.6494688705241933,"Salina, KS","31000US41460","salina-ks-31000US41460",29773,2241,55,-29.09090909090909,29219,1.8960265580615352,0.12535759056282345
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014",869,200.06249023742558,0.6605483869756392,"Salina, KS","31000US41460","salina-ks-31000US41460",38126,12261,986,-11.866125760649087,38553,-1.107566207558426,2.7932242615152196
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014",2833,312.3203483604615,0.9670906133452893,"Salina, KS","31000US41460","salina-ks-31000US41460",71572,11754,2700,4.925925925925926,75346,-5.008892310142542,9.106103950371251
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014",4587,409.66327636242914,1.0685477706856077,"Salina, KS","31000US41460","salina-ks-31000US41460",66314,12064,4276,7.2731524789522926,72043,-7.9521952167455545,14.743981228504389
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014",296,113.37107214805722,0.44274766746743505,"Salina, KS","31000US41460","salina-ks-31000US41460",17444,10918,335,-11.641791044776118,18227,-4.295824875185165,0.9514319693998907
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014",2255,395.05062966662894,0.9875269040832666,"Salina, KS","31000US41460","salina-ks-31000US41460",23416,12310,2648,-14.841389728096676,23122,1.2715163048179223,7.24824017228633
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014",1515,233.8632078801623,0.9820359850000181,"Salina, KS","31000US41460","salina-ks-31000US41460",,,1568,-3.3801020408163267,,NaN,4.869660248786603
12,"Public Administration (Group)",19,"Public Administration",2014,"2014",1070,193.34166648707668,0.6991677016971364,"Salina, KS","31000US41460","salina-ks-31000US41460",82366,6399,1083,-1.2003693444136658,83555,-1.4230147806833822,3.439297997492848
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013",818,150.2830662450031,1.9181212146915256,"Salina, KS","31000US41460","salina-ks-31000US41460",42404,25101,,NaN,,NaN,2.617851313726118
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013",3,4.242640687119286,0.01712961034515283,"Salina, KS","31000US41460","salina-ks-31000US41460",,,,NaN,,NaN,0.009600921688482094
1,"Construction (Group)",2,"Construction",2013,"2013",1764,282.1134523556082,0.9034648792176976,"Salina, KS","31000US41460","salina-ks-31000US41460",79349,16157,,NaN,,NaN,5.645341952827471
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013",6057,439.2004098358743,1.8496428719310463,"Salina, KS","31000US41460","salina-ks-31000US41460",65537,6458,,NaN,,NaN,19.38426088904535
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013",791,183.80696395947572,0.9119697948754417,"Salina, KS","31000US41460","salina-ks-31000US41460",50645,24935,,NaN,,NaN,2.531443018529779
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013",3858,436.16510635308737,1.067042217161559,"Salina, KS","31000US41460","salina-ks-31000US41460",45164,5924,,NaN,,NaN,12.346785291387974
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013",1240,266.0620228442985,0.9744946547712519,"Salina, KS","31000US41460","salina-ks-31000US41460",60544,17021,,NaN,,NaN,3.9683809645725985
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013",310,127.12985487288185,1.140953053562212,"Salina, KS","31000US41460","salina-ks-31000US41460",74925,31150,,NaN,,NaN,0.9920952411431496
6,"Information (Group)",8,"Information",2013,"2013",368,119.88327656516566,0.5466574697862642,"Salina, KS","31000US41460","salina-ks-31000US41460",69671,10108,,NaN,,NaN,1.1777130604538035
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013",1000,193.19679086361657,0.6698115828945927,"Salina, KS","31000US41460","salina-ks-31000US41460",112689,23092,,NaN,,NaN,3.2003072294940313
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013",426,133.9589489358587,0.7185708655333322,"Salina, KS","31000US41460","salina-ks-31000US41460",58081,35520,,NaN,,NaN,1.3633308797644574
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013",961,205.8834621818858,0.47143848448059134,"Salina, KS","31000US41460","salina-ks-31000US41460",74640,27960,,NaN,,NaN,3.0754952475437642
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013",55,38.8329756778952,2.2911735312837807,"Salina, KS","31000US41460","salina-ks-31000US41460",29219,1353,,NaN,,NaN,0.17601689762217174
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013",986,247.095123383688,0.7540333887052821,"Salina, KS","31000US41460","salina-ks-31000US41460",38553,24688,,NaN,,NaN,3.155502928281115
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013",2700,285.80062981036275,0.9129910128805708,"Salina, KS","31000US41460","salina-ks-31000US41460",75346,9209,,NaN,,NaN,8.640829519633884
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013",4276,413.40174165090303,0.9983950340467996,"Salina, KS","31000US41460","salina-ks-31000US41460",72043,15169,,NaN,,NaN,13.684513713316479
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013",335,110.78808600206071,0.5029758388259296,"Salina, KS","31000US41460","salina-ks-31000US41460",18227,11674,,NaN,,NaN,1.0721029218805005
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013",2648,439.7692576795245,1.1741556755049405,"Salina, KS","31000US41460","salina-ks-31000US41460",23122,7179,,NaN,,NaN,8.474413543700194
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013",1568,248.42101360392198,1.0107743032015148,"Salina, KS","31000US41460","salina-ks-31000US41460",,,,NaN,,NaN,5.018081735846641
12,"Public Administration (Group)",19,"Public Administration",2013,"2013",1083,193.7679023987203,0.6990192510754317,"Salina, KS","31000US41460","salina-ks-31000US41460",83555,11208,,NaN,,NaN,3.4659327295420357
