Forecasted_Values
1.5066630457507626
1.4694059170146092
2.255508765124713
1.3172007604925071
0.7595343993875681
1.3503080396781668
1.6917362900892385
1.6766223176037243
2.477737879392413
1.491183706631824
0.9274298240769538
1.506730942034153
1.8730878647845504
1.8572989362558285
2.6579568884017175
1.672873329964186
1.1093050040365768
1.6889558213858644
2.054552881456609
2.038784526583021
2.8394564273453735
1.8543280424154782
1.290754060448346
1.8703942184446793
2.2360144402499946
