OBJECTID,shortest_dist
1463,1281.05
1464,985.41
1465,1379.62
1466,1272.34
1467,1351.99
1468,1350.0
1469,1195.68
1470,1246.17
1471,1282.75
1472,1174.7
1473,1282.07
1474,1138.35
1475,1265.24
1476,1286.74
1477,1223.66
1478,1367.63
1479,1263.15
1480,1269.64
1481,1379.6
1482,1216.94
1483,1200.11
1484,1172.56
1485,1284.02
1486,1327.09
1487,1280.8
1488,1143.54
1489,1206.11
1490,1387.88
1491,1218.67
1492,1382.46
1493,1277.25
1494,1224.17
1495,1262.34
1496,1195.52
1497,1246.16
1498,1234.52
1499,1378.93
1500,1244.56
1501,1268.62
1502,1282.81
1503,1234.31
1504,1180.77
1505,1207.21
1506,1168.42
1507,1158.0
1508,1158.56
1509,1299.28
1510,1382.04
1511,1246.51
1512,1195.53
1513,1265.71
1514,1155.56
1515,1181.42
1516,1284.16
1517,1180.11
1518,1134.89
1519,1289.26
1520,1288.32
1521,1204.09
1522,1283.9
1523,1183.65
1524,1238.65
1525,1155.25
1526,1272.98
1527,1240.89
1528,533.71
1529,1270.38
1530,1274.35
1531,1211.36
1532,1256.08
1533,1275.61
1534,1212.88
1535,1166.69
1536,1172.81
1537,1349.19
1538,1243.81
1539,1199.83
1540,1280.34
1541,856.76
1542,1216.18
1543,1238.8
1544,1375.9
1545,1216.89
1546,1261.0
1547,1175.2
1548,1003.99
1549,1368.77
1550,888.55
1551,1176.11
1552,1270.47
1553,1300.83
1554,1278.55
1555,1179.61
1556,1221.73
1557,1283.79
1558,1181.54
1559,1281.59
1560,1130.16
1561,1212.31
1562,1242.51
1563,1192.55
1564,1377.21
1565,1144.5
1566,1287.07
1567,1248.08
1568,1011.41
1569,1110.15
1570,1272.3
1571,1291.16
1572,1239.64
1573,1229.1
1574,1276.2
1575,1159.05
1576,1225.84
1577,1283.39
1578,1186.58
1579,1223.45
1580,1195.93
1581,1264.1
1582,1093.94
1583,1303.05
1584,1311.48
1585,1229.75
1586,1354.65
1587,1378.79
1588,1183.97
1589,1283.77
1590,1182.21
1591,1383.51
1592,1200.22
1593,1240.87
1594,1144.8
1595,1312.17
1596,1161.38
1597,1374.27
1598,1391.32
1599,1337.22
1600,1195.46
1601,1219.79
1602,1248.32
1603,1288.23
1604,1003.71
1605,1205.52
1606,1184.96
1607,1328.33
1608,652.72
1609,1189.25
1610,1247.05
1611,1239.39
1612,1357.98
1613,1298.29
1614,1244.5
1615,1356.89
1616,1253.29
1617,1159.2
1618,1251.95
1619,1262.26
1620,1202.07
1621,1262.53
1622,1373.83
1623,1240.45
1624,1165.94
1625,531.26
1626,1140.31
1627,622.29
1628,1135.69
1629,1291.34
1630,1279.97
1631,1388.73
1632,1130.17
1633,1251.26
1634,1227.31
1635,1212.99
1636,1165.88
1637,1347.4
1638,1409.98
1639,1129.13
1640,1197.42
1641,1192.13
1642,1219.63
1643,1384.8
1644,1401.33
1645,539.22
1646,531.36
1647,1182.55
1648,1386.38
1649,1307.02
1650,853.15
1651,1121.61
1652,1376.5
1653,1165.78
1654,1245.36
1655,1296.51
1656,1177.37
1657,1235.57
1658,1221.08
1659,1357.48
1660,1210.3
1661,1235.3
1662,1144.24
1663,489.27
1664,492.36
1665,503.88
1666,500.64
1667,501.66
1668,494.76
1669,531.27
1670,1223.86
1671,1173.25
1672,1256.72
1673,539.19
1674,1224.72
1675,1234.68
1676,1295.49
1677,1294.33
1678,1259.33
1679,1130.56
1680,1397.54
1681,1407.39
1682,1156.69
1683,1288.97
1684,1312.27
1685,1206.34
1686,1373.83
1687,1377.11
1688,1283.66
1689,1375.27
1690,1377.44
1691,856.92
1692,1176.42
1693,1354.43
1694,1242.8
1695,1237.85
1696,1379.76
1697,1161.67
1698,1248.06
1699,1234.16
1700,1170.83
1701,1382.24
1702,1368.07
1703,1377.37
1704,482.67
1705,482.58
1706,480.38
1707,488.9
1708,472.2
1709,491.8
1710,501.77
1711,522.81
1712,533.92
1713,532.32
1714,534.69
1715,541.44
1716,523.05
1717,1376.65
1718,1386.37
1719,1213.25
1720,481.66
1721,485.78
1722,495.03
1723,499.46
1724,490.96
1725,517.42
1726,522.5
1727,524.43
1728,524.36
1729,536.87
1730,1360.64
1731,1287.42
1732,1352.69
1733,1275.42
1734,1317.4
1735,1298.14
1736,1364.26
1737,1284.27
1738,1294.53
1739,1247.79
1740,1382.19
1741,1415.13
1742,1049.98
1743,1275.68
1744,1046.86
1745,1275.71
1746,1382.18
1747,1226.25
1748,1321.07
1749,1187.84
1750,1231.12
1751,1278.04
1752,1250.98
1753,1282.21
1754,1211.58
1755,1045.17
1756,1271.91
1757,476.03
1758,1239.63
1759,1361.18
1760,1245.25
1761,1223.84
1762,1417.96
1763,1313.01
1764,1250.45
1765,1138.16
1766,1277.92
1767,1367.72
1768,1364.05
1769,1184.92
1770,1372.57
1771,1406.56
1772,1210.02
1773,1364.53
1774,1370.52
1775,1239.01
1776,1422.91
1777,1229.86
1778,1164.14
1779,1274.68
1780,1268.77
1781,1225.31
1782,1360.92
1783,1154.08
1784,1278.15
1785,1264.46
1786,1373.0
1787,1248.37
1788,1239.96
1789,1358.83
1790,1232.63
1791,1164.42
1792,1171.79
1793,1283.97
1794,1260.17
1795,1291.94
1796,1241.12
1797,1375.66
1798,1363.46
1799,1224.15
1800,1251.99
1801,1287.74
1802,1237.3
1803,1229.8
1804,1293.27
1805,1244.28
1806,1238.87
1807,1181.2
1808,1214.14
1809,1274.31
1810,1273.71
1811,1245.34
1812,1238.08
1813,1250.28
1814,1124.62
1815,1282.99
1816,1280.34
1817,1291.86
1818,1273.18
1819,1286.52
1820,1227.35
1821,1339.16
1822,1196.72
1823,1246.79
1824,1277.89
1825,1294.49
1826,1208.08
1827,1264.12
1828,1224.03
1829,1289.88
1830,1371.23
1831,1282.07
1832,1191.72
1833,1356.26
1834,1248.25
1835,1182.67
1836,1387.01
1837,1222.6
1838,1206.91
1839,1216.28
1840,712.49
1841,1215.68
1842,1283.57
1843,1208.79
1844,1209.08
1845,535.28
1846,1315.72
1847,1275.07
1848,1194.55
1849,1274.06
1850,1209.54
1851,1198.76
1852,1337.12
1853,1286.1
1854,1283.24
1855,1215.63
1856,1231.58
1857,1292.27
1858,1356.46
1859,1362.03
1860,1222.02
1861,529.35
1862,1400.38
1863,1375.03
1864,1015.61
1865,1237.94
1866,1289.61
1867,876.47
1868,1375.24
1869,1141.25
1870,1292.43
1871,1299.01
1872,1380.7
1873,1314.26
1874,1150.85
1875,1152.92
1876,1244.57
1877,1179.07
1878,1282.26
1879,1222.12
1880,1224.87
1881,1363.09
1882,1172.75
1883,1285.87
1884,1269.93
1885,1291.2
1886,1241.69
1887,1290.35
1888,490.39
1889,503.85
1890,495.95
1891,528.77
1892,528.99
1893,530.96
1894,536.41
1895,541.12
1896,537.13
1897,1376.56
1898,1446.32
1899,1294.15
1900,539.17
1901,533.07
1902,1376.48
1903,527.77
1904,527.18
1905,536.19
1906,534.41
1907,537.67
1908,1219.78
1909,1269.57
1910,1315.81
